case_id,week,weight,state,metro,region,division,ownhome,marital,employ,hhnum,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,othtel,sex,ident,l1,l2a,c1,c2,c1a,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,formrot,q1,q2,q3rot,q3,q4rot,q4,q5rot,q5,q5ot,q6rot,q6a,q6b,q6c,q6d,q6e,q6f,partyln,partyst1,partyst2,q7,q8,q9,q10,q11,q12,q13rot,q13,q14rot,q14a,q14b,q14c,q14d,q15,q16,q17rot,q17a,q17c,q17b,q17d,q17e,q17f,q17g,q17h,q18,q19,q20,q20ot,q21,q22rot,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23,q24,q25rot,q25
10000012,842,1.4924,NY,Surburban (Metro),North East,Mid Atlantic,Owned,"Single, that is never married",Temporarily unemployed,Refused,Refused,NA,NA,NA,No,41,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"Less than $15,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,NOT Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,Refused,Form 2,Never,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,4,Disappointed,                  ,DEF,NA,NA,NA,Highest priority,Highest priority,Highest priority,NA,NA,Not a strong Democrat,Very unfavorable,Pose a serious threat,NA,Misguided but not dangerous,NA,NA,democratic/republican,Other/Third Party candidate,CDBA,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help not at all,Should be impeached,CDGBHFEA,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Somewhat worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,CDABEFG,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Promote free trade,Isolated incidents,2,Having a mix of different cultures and values from around the world
10000013,842,0.9353,PA,Surburban (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Temporarily unemployed,Two,Two,NA,NA,NA,No,74,NA,"Some college, no degree (includes community college)",Some college,"$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Moderate,Yes,None,Male,Landline,No,NA,NA,NA,NA,NA,Protestant,              ,Lutheran,                   ,No,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,4,Angry,                  ,CAB,Lower priority,Lower priority,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Mostly unfavorable,Right direction,Misguided but not dangerous,NA,NA,NA,republican/democratic,The Democratic candidate,CBAD,Not at all well,Not too well,Very well,Not too well,Help not at all,Don't feel that way,GFCDAEBH,Strongly oppose,Oppose,Oppose,Strongly oppose,Don't know/Refused,Strongly oppose,Oppose,Strongly oppose,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,ABFGECD,Mostly agree,Mostly disagree,Mostly agree,Completely disagree,Mostly agree,Completely Agree,Completely Agree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000014,842,0.6506,NY,Center City (Metro),North East,Mid Atlantic,Rented,Divorced,Retired,One,One,NA,NA,NA,No,62,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"Less than $15,000",Native Hawaiian and other Pacific Islander,Democrat/Republican,A Democrat,d3 5-1 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Methodist,              ,NA,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Some of the time,Somewhat disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,3,Angry,                  ,FED,NA,NA,NA,High but not highest,Highest priority,Highest priority,NA,NA,Not a strong Democrat,Mostly unfavorable,Misguided but not dangerous,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,CBAD,Not at all well,Very well,Very well,Not too well,Help a little,Don't feel that way,GBCHAFED,Strongly oppose,Strongly oppose,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Favor,Strongly oppose,Very worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,GACEBFD,Mostly agree,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Mostly disagree,Mostly disagree,Promote free trade,Broader pattern,2,Having a single culture grounded in Christian values
10000015,842,0.6039,NY,Non-Center City (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Part-time,Five,Four,None,One,None,Yes,27,NA,"Some college, no degree (includes community college)",Some college,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Buddhist,              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,5,Worried,                  ,FED,NA,NA,NA,Lower priority,Lower priority,Highest priority,Democrat,NA,NA,Very unfavorable,Pose a serious threat,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,DBCA,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,HADGECFB,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Very worried,Worse off,Racism,                                                  ,Personal or political agenda,CBEFAGD,Completely Agree,Completely disagree,Mostly disagree,Mostly disagree,Completely disagree,Completely disagree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000016,842,1.7472,NY,Non-Center City (Metro),North East,Mid Atlantic,Owned,Married,Homemaker,Four,Four,NA,NA,NA,No,55,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,5,Worried,                  ,DFE,NA,NA,NA,High but not highest,High but not highest,Highest priority,Democrat,NA,NA,Very unfavorable,Right direction,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,ACBD,Not too well,Not too well,Very well,Not too well,Help not at all,Should be impeached,EBADGFHC,Favor,Favor,Strongly oppose,Strongly oppose,Favor,Favor,Oppose,Oppose,Somewhat worried,Would not make any difference,Southern pride,                                                  ,Trying to report news accurately,ECDFGAB,Completely Agree,Mostly disagree,Completely Agree,Mostly disagree,Mostly disagree,Completely Agree,Completely Agree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
10000017,842,0.5832,MI,Center City County (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Two,None,One,None,Yes,34,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$100,000 to under $150,000",Asian/Chinese/Japanese,Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Agnostic,              ,NA,                   ,NA,No,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,5,Worried,                  ,CBA,High but not highest,High but not highest,High but not highest,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Pose a serious threat,NA,NA,NA,democratic/republican,Don't know/Refused,DACB,Not at all well,Not too well,Very well,Not at all well,Help not at all,Should be impeached,DEABHFCG,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Not at all worried,Would not make any difference,Racism,                                                  ,Trying to report news accurately,DBCGEFA,Completely Agree,Completely disagree,Completely disagree,Completely disagree,Mostly disagree,Completely disagree,Completely Agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000018,842,1.0893,PA,Surburban (Metro),North East,Mid Atlantic,Rented,Divorced,Temporarily unemployed,Three,Three,NA,NA,NA,No,54,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,4,Angry,                  ,ACB,High but not highest,Highest priority,Highest priority,NA,NA,NA,Neither,NA,NA,Very unfavorable,Pose a serious threat,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,ACDB,Not at all well,Not too well,Somewhat well,Not at all well,Help not at all,Should be impeached,AHGECDBF,Strongly favor,Favor,Strongly oppose,Favor,Oppose,Oppose,Oppose,Strongly favor,Very worried,Worse off,Southern pride,                                                  ,Trying to report news accurately,BCADFGE,Completely Agree,Completely Agree,Mostly agree,Completely Agree,Completely disagree,Completely Agree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000019,842,0.6067,MI,Surburban (Metro),North Central,East North Central,Owned,Married,Retired,Two,Two,NA,NA,NA,No,59,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$100,000 and over (Unspecified)",White Non-Hispanic,Democrat/Republican,An Independent,d3 5-1 asked,Moderate,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Nothing in particular,              ,NA,                   ,NA,Yes,Religious,Just Jewish,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,2,President Trump could do something to win my approval,NA,NA,3,Angry,                  ,CBA,Lower priority,High but not highest,Lower priority,NA,NA,NA,Democrat,NA,NA,Very unfavorable,Misguided but not dangerous,Pose a serious threat,NA,NA,NA,democratic/republican,The Democratic candidate,BACD,Not at all well,Not at all well,Very well,Not too well,Help not at all,Should be impeached,BDEFCHGA,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Not at all worried,Worse off,Southern pride,                                                  ,Personal or political agenda,EFDGABC,Completely Agree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
10000020,842,0.5018,VA,Center City (Metro),South,South Atlantic,Owned,"Single, that is never married",Part-time,Three,Three,NA,NA,NA,No,34,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Very conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Protestant,              ,Baptist,                   ,Yes,NA,NA,NA,17,"No, not covered by health insurance",NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Most of the time,Somewhat approve,NA,NA,1,President Trump could do something to lose my approval,5,Satisfied,                  ,DEF,NA,NA,NA,Lower priority,Highest priority,Lower priority,NA,Not a strong Republican,NA,Mostly favorable,Misguided but not dangerous,NA,Right direction,Supporter of another Republican candidate,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CDBA,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Help a little,Don't feel that way,GCBFAEDH,Favor,Oppose,Favor,Favor,Oppose,Strongly favor,Favor,Oppose,Not at all worried,Better off,Southern pride,                                                  ,Personal or political agenda,EDGFCAB,Completely disagree,Completely disagree,Mostly agree,Mostly disagree,Completely Agree,Mostly agree,Mostly disagree,More trade restrictions,Don't know/Refused,1,Don't know/Refused
10000021,842,0.3673,PA,Center City (Metro),North East,Mid Atlantic,Owned,Divorced,Retired,One,One,NA,NA,NA,No,84,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,Refused,White Non-Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Unitarian/Universalist,              ,NA,                   ,NA,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,Always,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,3,Worried,                  ,DEF,NA,NA,NA,High but not highest,High but not highest,Highest priority,Democrat,NA,NA,Mostly unfavorable,Right direction,NA,Pose a serious threat,NA,NA,republican/democratic,The Democratic candidate,ACBD,Not too well,Not too well,Very well,Not at all well,Help a little,Should be impeached,AHBFCEGD,Strongly favor,Strongly favor,Strongly oppose,Favor,Oppose,Strongly favor,Strongly oppose,Strongly oppose,Somewhat worried,Worse off,Racism,                                                  ,Trying to report news accurately,GADBECF,Completely Agree,Mostly disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Mostly agree,Promote free trade,Broader pattern,1,Having a mix of different cultures and values from around the world
10000022,842,0.994,MI,Center City (Metro),North Central,East North Central,Owned,"Single, that is never married",Homemaker,Four,Three,One,None,None,No,24,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"Less than $15,000",Black Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Somewhat liberal,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Protestant,              ,Baptist,                   ,Yes,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,1,Worried,                  ,BCA,Highest priority,Lower priority,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Mostly unfavorable,Misguided but not dangerous,Misguided but not dangerous,NA,NA,NA,republican/democratic,The Republican candidate,CDAB,Not too well,Not at all well,Not too well,Somewhat well,Help not at all,Should be impeached,GEABFHCD,Oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly favor,Very worried,Worse off,Southern pride,                                                  ,Personal or political agenda,EGDCABF,Completely disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,Completely Agree,Mostly agree,Promote free trade,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000023,842,0.668,NY,Surburban (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Homemaker,Four,Two,None,One,One,Yes,31,NA,"Some college, no degree (includes community college)",Some college,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Somewhat liberal,No,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Protestant,              ,Methodist,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 2,About half the time,Somewhat disapprove,2,President Trump could do something to win my approval,NA,NA,5,Disappointed,                  ,FED,NA,NA,NA,High but not highest,High but not highest,Lower priority,NA,NA,Not a strong Democrat,Mostly unfavorable,Pose a serious threat,NA,Pose a serious threat,NA,NA,democratic/republican,The Democratic candidate,CBDA,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,GDHACFBE,Favor,Favor,Oppose,Oppose,Oppose,Strongly favor,Oppose,Favor,Very worried,Don't know/Refused,Southern pride,                                                  ,Trying to report news accurately,CBGEDFA,Completely Agree,Mostly agree,Mostly agree,Completely disagree,Completely disagree,Completely Agree,Completely Agree,More trade restrictions,Broader pattern,2,Having a mix of different cultures and values from around the world
10000024,842,0.8968,MA,Surburban (Metro),North East,New England,Rented,"Single, that is never married",Temporarily unemployed,Two,Two,NA,NA,NA,No,34,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Very conservative,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,Methodist,              ,NA,                   ,No,NA,NA,NA,17,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,President Trump could do something to win my approval,NA,NA,2,Angry,                  ,CBA,Don't know/refused,Highest priority,Lower priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Pose a serious threat,Pose a serious threat,NA,NA,NA,republican/democratic,The Democratic candidate,CBAD,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,CEGBDFAH,Favor,Oppose,Strongly oppose,Oppose,Strongly oppose,Oppose,Strongly oppose,Oppose,Very worried,Worse off,Racism,                                                  ,Personal or political agenda,EGFBDCA,Completely Agree,Completely Agree,Mostly agree,Mostly agree,Completely disagree,Mostly agree,Mostly agree,More trade restrictions,Broader pattern,1,Having a mix of different cultures and values from around the world
10000025,842,1.0462,NY,Non-Center City (Metro),North East,Mid Atlantic,Owned,Married,Full-time,Three,Two,None,None,One,Yes,28,NA,Two year associate degree from a college or university,Some college,"$150,000 to under $200,000",White Hispanic,Republican/Democrat,An Independent,d3 1-5 asked,Somewhat conservative,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,7,United States,Nothing in particular,              ,NA,                   ,NA,No,"Secular, not religious",NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Somewhat approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,1,Satisfied,                  ,ACB,Highest priority,High but not highest,High but not highest,NA,NA,NA,Republican,NA,NA,Mostly favorable,Pose a serious threat,Right direction,NA,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CDAB,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,GBHCDFAE,Strongly favor,Strongly favor,Oppose,Strongly favor,Favor,Strongly oppose,Oppose,Oppose,Not at all worried,Would not make any difference,Southern pride,                                                  ,Personal or political agenda,DBAECFG,Mostly agree,Mostly agree,Completely Agree,Mostly agree,Mostly disagree,Completely Agree,Completely disagree,More trade restrictions,Broader pattern,1,Having a mix of different cultures and values from around the world
10000026,842,0.2957,FL,Center City County (Metro),South,South Atlantic,Owned,Widowed,Part-time,One,One,NA,NA,NA,No,79,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",Native Hawaiian and other Pacific Islander,Democrat/Republican,An Independent,d3 5-1 asked,Somewhat conservative,Yes,None,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,Don't Know,NA,Protestant,              ,Episcopalian or Anglican,                   ,No,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly approve,NA,NA,2,President Trump could do something to lose my approval,2,Excited,                  ,CBA,Highest priority,Lower priority,Lower priority,NA,NA,NA,Republican,NA,NA,Mostly favorable,Pose a serious threat,Misguided but not dangerous,NA,Supporter of another Republican candidate,Prefer Trump be the nominee,democratic/republican,Don't know/Refused,DCAB,Very well,Very well,Somewhat well,Somewhat well,Help a little,Don't feel that way,DBGECFAH,Strongly oppose,Oppose,Oppose,Strongly favor,Don't know/Refused,Strongly oppose,Strongly favor,Strongly favor,Not at all worried,Better off,Southern pride,                                                  ,Personal or political agenda,FCBDGAE,Completely disagree,Completely disagree,Completely Agree,Completely Agree,Don't know/Refused,Completely Agree,Completely disagree,More trade restrictions,Broader pattern,2,Having a single culture grounded in Christian values
10000027,842,2.1395,NJ,Non-Center City (Metro),North East,Mid Atlantic,Owned,Married,Homemaker,Six,Five,One,None,None,Yes,50,NA,High school graduate (Grade 12 with diploma or GED certificate),High school graduate,"$100,000 to under $150,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Somewhat approve,NA,NA,1,There's almost nothing President Trump could do to lose my approval,5,Satisfied,                  ,CAB,Highest priority,Highest priority,Highest priority,NA,NA,NA,NA,NA,Not a strong Democrat,Mostly favorable,Don't know/refused,Don't know/refused,NA,NA,NA,republican/democratic,The Democratic candidate,CBDA,Somewhat well,Not too well,Somewhat well,Not too well,Don't know/Refused,Don't feel that way,GDAHECFB,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Strongly favor,Don't know/Refused,Very worried,Worse off,Southern pride,                                                  ,Personal or political agenda,GAEFDCB,Mostly agree,Mostly agree,Completely Agree,Completely Agree,Completely disagree,Completely Agree,Mostly disagree,More trade restrictions,Isolated incidents,1,Having a mix of different cultures and values from around the world
10000028,842,1.9397,NJ,Surburban (Metro),North East,Mid Atlantic,Owned,Married,Homemaker,Five,Four,One,None,None,Yes,48,NA,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Graduated college,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat,d3 5-1 asked,Very liberal,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,1,NA,"Catholic, Roman Catholic",              ,NA,                   ,NA,NA,NA,NA,17,"Yes, covered by health insurance",Plan through your or your spouse's employer,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Most of the time,Strongly disapprove,2,There's almost nothing President Trump could do to win my approval,NA,NA,3,Angry,                  ,BAC,Lower priority,Highest priority,Lower priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Misguided but not dangerous,NA,NA,NA,democratic/republican,The Democratic candidate,BACD,Not at all well,Not at all well,Very well,Not at all well,Help not at all,Should be impeached,FACHEBGD,Strongly favor,Strongly favor,Strongly oppose,Strongly oppose,Oppose,Strongly favor,Strongly oppose,Oppose,Somewhat worried,Worse off,Racism,                                                  ,Trying to report news accurately,CAFGBED,Completely Agree,Completely disagree,Mostly disagree,Completely disagree,Mostly disagree,Completely disagree,Mostly agree,Promote free trade,Broader pattern,2,Having a mix of different cultures and values from around the world
10000029,842,0.25,PA,Center City County (Metro),North East,Mid Atlantic,Owned,Widowed,Retired,One,One,NA,NA,NA,No,82,NA,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Graduate school or more,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat,d3 1-5 asked,Moderate,Yes,None,Female,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,2,NA,Protestant,              ,Congregational or United Church of Christ (UCC),                   ,No,NA,NA,NA,17,NA,NA,171018,Heterosexual or Straight,NOT Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Always,Strongly disapprove,1,There's almost nothing President Trump could do to win my approval,NA,NA,1,Disappointed,                  ,CAB,Highest priority,Don't know/refused,Highest priority,NA,NA,NA,NA,NA,Strong Democrat,Very unfavorable,Right direction,Don't know/refused,NA,NA,NA,republican/democratic,The Democratic candidate,BCAD,Not at all well,Not at all well,Very well,Not at all well,Help a little,Should be impeached,FECHDBGA,Favor,Oppose,Oppose,Strongly oppose,Strongly oppose,Strongly favor,Strongly oppose,Strongly oppose,Don't know/Refused,Worse off,Southern pride,                                                  ,Trying to report news accurately,GFDBECA,Don't know/Refused,Don't know/Refused,Mostly disagree,Don't know/Refused,Mostly agree,Completely disagree,Completely Agree,Don't know/Refused,Broader pattern,1,Having a mix of different cultures and values from around the world
10000030,842,0.4523,LA,Center City (Metro),South,West South Central,Owned,"Single, that is never married",Part-time,Two,Two,NA,NA,NA,No,46,NA,Two year associate degree from a college or university,Some college,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Republican,d3 1-5 asked,Very conservative,Yes,One,Male,Landline,"Yes, respondent or someone in household has cell phone",NA,NA,NA,3,NA,Christian (Just Christian),              ,"Pentecostal (Assemblies of God, Four-Square Gospel)",                   ,Don't know,NA,NA,NA,17,"No, not covered by health insurance",NA,171018,NOT Heterosexual or Straight,Gay or Lesbian,NOT Bisexual,NOT Transgender,NOT Refused,Form 1,Some of the time,Strongly approve,NA,NA,1,Don't know/refused,5,Satisfied,                  ,ACB,Highest priority,Lower priority,Highest priority,NA,NA,NA,NA,Strong Republican,NA,Very favorable,Pose a serious threat,Right direction,NA,Supporter of Donald Trump,Prefer Trump be the nominee,republican/democratic,The Republican candidate,CADB,Very well,Very well,Very well,Very well,Help a lot,Don't feel that way,GCDEBAHF,Strongly oppose,Strongly favor,Strongly oppose,Strongly favor,Strongly favor,Don't know/Refused,Oppose,Strongly oppose,Not at all worried,Better off,Southern pride,                                                  ,Personal or political agenda,GCEADBF,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely Agree,Completely Agree,Completely disagree,Promote free trade,Broader pattern,1,Having a single culture grounded in Christian values
